RA,CÓDIGO TURMA,TURMA
21087516,DAESHC039-17SB,Questões Metodológicas em Economia A-Matutino (São Bernardo)
11201721696,NA1BIS0003-15SB,Bases Matemáticas A1-Noturno (São Bernardo)
11201721696,NBBHO1335-15SB,Formação do Sistema Internacional B-Noturno (São Bernardo)
11201721696,NBBHO0001-15SB,Introdução às Humanidades e Ciências Sociais B-Noturno (São Bernardo)
11201721696,NABHP0202-15SB,Pensamento Crítico A-Noturno (São Bernardo)
21087514,NS3BCJ0204-15SA,Fenômenos Mecânicos S3-Noturno (Santo André)
21087514,DAESTO011-17SB,Fundamentos de Desenho Técnico A-Matutino (São Bernardo)
21087514,DBBCM0504-15SB,Natureza da Informação B-Matutino (São Bernardo)
11201721395,NB2BCK0103-15SA,Física Quântica B2-Noturno (Santo André)
11201721395,NB3BCN0404-15SA,Geometria Analítica B3-Noturno (Santo André)
11201721395,NAESTO014-17SA,Termodinâmica Aplicada I A-Noturno (Santo André)
21082915,DB2BCK0103-15SA,Física Quântica B2-Matutino (Santo André)
21082915,DA1BCS0002-15SA,Projeto Dirigido A1-Matutino (Santo André)
11051712,NAESTU024-17SA,Análise de Sistemas e Modelagem Ambiental A-Noturno (Santo André)
11051712,NB1ESTU026-17SA,Caracterização de Matrizes Ambientais B1-Noturno (Santo André)
11051712,NA1ESTU029-17SA,Hidráulica de Condutos Livres A1-Noturno (Santo André)
11051712,NAESZU014-17SA,Métodos de Tomada de Decisão Aplicados ao Planejamento Urbano-Ambiental A-Noturno (Santo André)
11051712,NAESTU037-17SA,Sistemas de Tratamento de Água A-Noturno (Santo André)
11051712,NAESTU020-17SA,Transferência de Massa A-Noturno (Santo André)
11108215,DAESTB002-17SB,Bases Biológicas para Engenharia I A-Matutino (São Bernardo)
11108215,DAESTB018-17SB,Computação Científica aplicada a Problemas Biológicos A-Matutino (São Bernardo)
11108215,DAESTO016-17SB,Fenômenos de Transporte A-Matutino (São Bernardo)
11108215,DANHT1055-15SA,Fundamentos de Imunologia A-Matutino (Santo André)
11108215,DAESZB021-17SB,Introdução à Engenharia Biomédica A-Matutino (São Bernardo)
11108215,DBESTO012-17SB,Princípios de Administração B-Matutino (São Bernardo)
11146909,DAESTO016-17SB,Fenômenos de Transporte A-Matutino (São Bernardo)
21067416,NABIS0005-15SB,Bases Computacionais da Ciência A-Noturno (São Bernardo)
21067416,NB1BIS0003-15SB,Bases Matemáticas B1-Noturno (São Bernardo)
21067416,NABIN0406-15SB,Introdução à Probabilidade e à Estatística A-Noturno (São Bernardo)
21054916,DAESHR022-14SB,Abordagens Tradicionais das Relações Internacionais A-Matutino (São Bernardo)
21054916,DAESHR006-13SB,Formação Histórica da América Latina A-Matutino (São Bernardo)
21054916,DAESHR007-14SB,Geografia política A-Matutino (São Bernardo)
21054916,DAESHR008-13SB,Globalização e os Processos de Integração Regional A-Matutino (São Bernardo)
21054916,DAESHR026-14SB,História do Terceiro Mundo A-Matutino (São Bernardo)
11201721615,NA2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A2-Noturno (Santo André)
11201721615,NA2BCJ0204-15SA,Fenômenos Mecânicos A2-Noturno (Santo André)
11201721615,NA3BCN0402-15SA,Funções de Uma Variável A3-Noturno (Santo André)
11201721615,NA3BCN0404-15SA,Geometria Analítica A3-Noturno (Santo André)
11201721615,NA3BCM0504-15SA,Natureza da Informação A3-Noturno (Santo André)
11201721615,DSBCM0505-15SA,Processamento da Informação S-Matutino (Santo André)
11175309,DANHZ5016-15SA,História da Educação A-Matutino (Santo André)
21007414,NAESZG013-17SB,Empreendedorismo A-Noturno (São Bernardo)
21007414,NA2ESTO004-17SB,Instrumentação e Controle A2-Noturno (São Bernardo)
21007414,DABCN0405-15SB,Introdução às Equações Diferenciais Ordinárias A-Matutino (São Bernardo)
21007414,NAESTG023-17SB,Organização do Trabalho A-Noturno (São Bernardo)
21007414,NAESTO012-17SB,Princípios de Administração A-Noturno (São Bernardo)
21007414,NABCS0002-15SB,Projeto Dirigido A-Noturno (São Bernardo)
11105414,NB1BCN0402-15SA,Funções de Uma Variável B1-Noturno (Santo André)
11105414,NANHZ5017-15SA,História e Filosofia das Ciências e o Ensino de Ciências A-Noturno (Santo André)
11105414,NANHI5011-13SA,Políticas Educacionais A-Noturno (Santo André)
11105414,NANHT3090-15SA,Práticas de Ensino de Física II A-Noturno (Santo André)
11043713,NA1BIJ0207-15SA,Bases Conceituais da Energia A1-Noturno (Santo André)
11043713,NA2BIS0003-15SA,Bases Matemáticas A2-Noturno (Santo André)
11043713,NB3BCN0404-15SA,Geometria Analítica B3-Noturno (Santo André)
11043713,NA3BCM0504-15SA,Natureza da Informação A3-Noturno (Santo André)
21026816,DB2BCL0308-15SB,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B2-Matutino (São Bernardo)"
21026816,DS2BCJ0204-15SB,Fenômenos Mecânicos S2-Matutino (São Bernardo)
21026816,DAMCTC002-15SB,Introdução à Neurociência A-Matutino (São Bernardo)
21026816,DANHT1048-15SA,Sistemática e Biogeografia A-Matutino (Santo André)
11066514,NS6BCJ0204-15SA,Fenômenos Mecânicos S6-Noturno (Santo André)
11066514,NB1BCN0402-15SA,Funções de Uma Variável B1-Noturno (Santo André)
11066514,NANHZ5017-15SA,História e Filosofia das Ciências e o Ensino de Ciências A-Noturno (Santo André)
11066514,NANHT4041-15SA,Química Orgânica Experimental A-Noturno (Santo André)
11026516,DA6BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A6-Matutino (Santo André)"
11026516,DBMCTB009-17SA,Cálculo Numérico B-Matutino (Santo André)
11026516,DCESTO902-17SA,Engenharia Unificada I C-Matutino (Santo André)
11026516,DA1BCK0103-15SA,Física Quântica A1-Matutino (Santo André)
21077914,DA2ESTO001-17SA,Circuitos Elétricos e Fotônica A2-Matutino (Santo André)
21077914,DS2BCJ0204-15SB,Fenômenos Mecânicos S2-Matutino (São Bernardo)
21077914,NA1ESTA003-17SB,Sistemas de Controle I A1-Noturno (São Bernardo)
21077914,NAESTO014-17SB,Termodinâmica Aplicada I A-Noturno (São Bernardo)
11201723025,DABIS0005-15SA,Bases Computacionais da Ciência A-Matutino (Santo André)
11201723025,DB1BIJ0207-15SA,Bases Conceituais da Energia B1-Matutino (Santo André)
11201723025,DA2BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A2-Matutino (Santo André)
11201723025,DABIS0003-15SA,Bases Matemáticas A-Matutino (Santo André)
11060314,NAMCTB001-17SA,Álgebra Linear A-Noturno (Santo André)
11060314,NS6BCJ0204-15SA,Fenômenos Mecânicos S6-Noturno (Santo André)
11060314,NAESZG007-17SB,Simulação de Modelos de Gestão A-Noturno (São Bernardo)
11013816,NA2BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A2-Noturno (Santo André)
11013816,NBBIS0003-15SA,Bases Matemáticas B-Noturno (Santo André)
11013816,NA6BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A6-Noturno (Santo André)"
11013816,NA3BCK0103-15SA,Física Quântica A3-Noturno (Santo André)
11056312,DAESTE037-17SA,Análise Econômica de Projetos Energéticos A-Matutino (Santo André)
11056312,NAMCTB009-17SA,Cálculo Numérico A-Noturno (Santo André)
11056312,NB2BCK0103-15SA,Física Quântica B2-Noturno (Santo André)
11056312,NABCN0405-15SA,Introdução às Equações Diferenciais Ordinárias A-Noturno (Santo André)
11056312,NAESTA020-17SA,Modelagem e Controle A-Noturno (Santo André)
11056312,NAESTE022-17SA,Transferência de Calor I A-Noturno (Santo André)
11115414,DAESTO016-17SA,Fenômenos de Transporte A-Matutino (Santo André)
11115414,DS2BCJ0204-15SA,Fenômenos Mecânicos S2-Matutino (Santo André)
11115414,DABCN0405-15SA,Introdução às Equações Diferenciais Ordinárias A-Matutino (Santo André)
21045815,NBBIS0003-15SA,Bases Matemáticas B-Noturno (Santo André)
21045815,NAESHC030-17SB,"Desigualdades de Raça, Gênero e Renda A-Noturno (São Bernardo)"
21045815,NANHZ5020-15SB,Educação inclusiva A-Noturno (São Bernardo)
21045815,NAESTO011-17SA,Fundamentos de Desenho Técnico A-Noturno (Santo André)
21045815,NANHT1030-15SA,Geologia e Paleontologia A-Noturno (Santo André)
21045815,NB1BHO0001-15SB,Introdução às Humanidades e Ciências Sociais B1-Noturno (São Bernardo)
21045815,NAESZP034-14SB,Políticas Públicas de Esporte e Lazer A-Noturno (São Bernardo)
21037114,NABIJ0207-15SB,Bases Conceituais da Energia A-Noturno (São Bernardo)
21037114,NAESHP007-13SB,Federalismo e Políticas Públicas A-Noturno (São Bernardo)
21037114,NAESHP014-13SB,Introdução às Políticas Públicas A-Noturno (São Bernardo)
21037114,NAESHP018-14SB,Políticas Sociais A-Noturno (São Bernardo)
21063416,NAESHR022-14SB,Abordagens Tradicionais das Relações Internacionais A-Noturno (São Bernardo)
21063416,NAESHR006-13SB,Formação Histórica da América Latina A-Noturno (São Bernardo)
21063416,NAESHR007-14SB,Geografia política A-Noturno (São Bernardo)
21063416,NAESHR011-13SB,Introdução ao Estudo do Direito A-Noturno (São Bernardo)
21063416,DANHZ2098-16SB,Pensamento e Cinema A-Matutino (São Bernardo)
11201720186,DB2BCJ0204-15SA,Fenômenos Mecânicos B2-Matutino (Santo André)
11201720186,DB2BCN0402-15SA,Funções de Uma Variável B2-Matutino (Santo André)
11201720186,DB2BCN0404-15SA,Geometria Analítica B2-Matutino (Santo André)
11201722824,NBBCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente B-Noturno (São Bernardo)
11201722824,NB3BCJ0204-15SB,Fenômenos Mecânicos B3-Noturno (São Bernardo)
11201722824,NB1BCN0402-15SB,Funções de Uma Variável B1-Noturno (São Bernardo)
11201722824,NBBCM0504-15SB,Natureza da Informação B-Noturno (São Bernardo)
11201722219,NA1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A1-Noturno (Santo André)
11201722219,NA4BCJ0204-15SA,Fenômenos Mecânicos A4-Noturno (Santo André)
11201722219,NA2BCN0402-15SA,Funções de Uma Variável A2-Noturno (Santo André)
11201722219,NA1BCN0404-15SA,Geometria Analítica A1-Noturno (Santo André)
11201722219,NA2BCM0504-15SA,Natureza da Informação A2-Noturno (Santo André)
21019015,DAESZG013-17SB,Empreendedorismo A-Matutino (São Bernardo)
21019015,NA2ESTO004-17SB,Instrumentação e Controle A2-Noturno (São Bernardo)
21019015,DAESHC026-17SB,Microeconomia II A-Matutino (São Bernardo)
21019015,DAESZG011-17SB,Planejamento Estratégico em Gestão de Projetos A-Matutino (São Bernardo)
21019015,NAESTO012-17SB,Princípios de Administração A-Noturno (São Bernardo)
21019015,NABCS0002-15SB,Projeto Dirigido A-Noturno (São Bernardo)
11201721190,NBBCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente B-Noturno (São Bernardo)
11201721190,NB1BCJ0204-15SB,Fenômenos Mecânicos B1-Noturno (São Bernardo)
11201721190,NB1BCN0402-15SB,Funções de Uma Variável B1-Noturno (São Bernardo)
11201721190,NBBCN0404-15SB,Geometria Analítica B-Noturno (São Bernardo)
11201721190,NBBCM0504-15SB,Natureza da Informação B-Noturno (São Bernardo)
21042512,DANHH2041-13SB,História da Filosofia Moderna: perspectivas racionalistas A-Matutino (São Bernardo)
11201722069,NA1BCJ0204-15SB,Fenômenos Mecânicos A1-Noturno (São Bernardo)
11201722069,NA1BCN0402-15SB,Funções de Uma Variável A1-Noturno (São Bernardo)
11201722069,NA1BCN0404-15SB,Geometria Analítica A1-Noturno (São Bernardo)
11201722857,NBBCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente B-Noturno (São Bernardo)
11201722857,NB1BCJ0204-15SB,Fenômenos Mecânicos B1-Noturno (São Bernardo)
11201722857,NB1BCN0402-15SB,Funções de Uma Variável B1-Noturno (São Bernardo)
11201722857,NBBCN0404-15SB,Geometria Analítica B-Noturno (São Bernardo)
11201722857,NBBCM0504-15SB,Natureza da Informação B-Noturno (São Bernardo)
11201722774,NB1BIS0003-15SB,Bases Matemáticas B1-Noturno (São Bernardo)
11201722774,NBBHO1335-15SB,Formação do Sistema Internacional B-Noturno (São Bernardo)
11201722774,NBBHO1101-15SB,Introdução à Economia B-Noturno (São Bernardo)
11201722774,NBBHO0001-15SB,Introdução às Humanidades e Ciências Sociais B-Noturno (São Bernardo)
11201722774,NBBHP0202-15SB,Pensamento Crítico B-Noturno (São Bernardo)
11095416,NBBIR0004-15SA,Bases Epistemológicas da Ciência Moderna B-Noturno (Santo André)
11095416,DB5BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B5-Matutino (Santo André)"
11095416,DAMCTB009-17SA,Cálculo Numérico A-Matutino (Santo André)
11095416,NA2BIQ0602-15SA,Estrutura e Dinâmica Social A2-Noturno (Santo André)
11076214,DAESTS015-17SB,Combustão I A-Matutino (São Bernardo)
11076214,DAESTS004-17SB,Desempenho de Aeronaves A-Matutino (São Bernardo)
11076214,NAESTO015-17SA,Mecânica dos Fluidos I A-Noturno (Santo André)
11076214,DAESZU017-17SA,Sensoriamento Remoto A-Matutino (Santo André)
11076214,DAESTS008-17SB,Vibrações A-Matutino (São Bernardo)
11078415,NB2ESTA004-17SA,Circuitos Elétricos II B2-Noturno (Santo André)
11078415,NAESZE109-17SA,Impactos Econômicos e Socioambientais da Geração Fotovoltaica A-Noturno (Santo André)
11078415,DAESTE016-17SA,Introdução aos Sistemas Elétricos de Potência A-Matutino (Santo André)
11078415,NAESZE107-17SA,Sistemas Fotovoltaicos Isolados A-Noturno (Santo André)
11078415,NAESTE022-17SA,Transferência de Calor I A-Noturno (Santo André)
21093315,NA2ESTO001-17SB,Circuitos Elétricos e Fotônica A2-Noturno (São Bernardo)
21093315,NAESTO013-17SB,Engenharia Econômica A-Noturno (São Bernardo)
21093315,NAESTG023-17SB,Organização do Trabalho A-Noturno (São Bernardo)
21093315,DAESZG006-17SB,Pesquisa Operacional Aplicada A-Matutino (São Bernardo)
21093315,DAESTM010-17SB,Propriedades Mecânicas e Térmicas A-Matutino (São Bernardo)
21042616,DAESHC030-17SB,"Desigualdades de Raça, Gênero e Renda A-Matutino (São Bernardo)"
21042616,DABIQ0602-15SB,Estrutura e Dinâmica Social A-Matutino (São Bernardo)
21042616,DAESHP007-13SB,Federalismo e Políticas Públicas A-Matutino (São Bernardo)
21042616,DAESHP014-13SB,Introdução às Políticas Públicas A-Matutino (São Bernardo)
21042616,DAESHR017-13SB,Sistema ONU e os Desafios do Multilateralismo A-Matutino (São Bernardo)
11201722305,NBBCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente B-Noturno (São Bernardo)
11201722305,NB3BCJ0204-15SB,Fenômenos Mecânicos B3-Noturno (São Bernardo)
11201722305,NB1BCN0402-15SB,Funções de Uma Variável B1-Noturno (São Bernardo)
11201722305,NBBCN0404-15SB,Geometria Analítica B-Noturno (São Bernardo)
11201722305,NBBCM0504-15SB,Natureza da Informação B-Noturno (São Bernardo)
21051215,DAESZR001-13SB,Conflitos no Ciberespaço: Ativismo e Guerra nas Redes Cibernéticas A-Matutino (São Bernardo)
21051215,DAESTO902-17SB,Engenharia Unificada I A-Matutino (São Bernardo)
21051215,DAESZB021-17SB,Introdução à Engenharia Biomédica A-Matutino (São Bernardo)
21051215,DBBCN0405-15SA,Introdução às Equações Diferenciais Ordinárias B-Matutino (Santo André)
21051215,NANHI5015-15SB,LIBRAS A-Noturno (São Bernardo)
21051215,DAESTO017-17SB,Métodos Experimentais em Engenharia A-Matutino (São Bernardo)
11083116,NA2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A2-Noturno (Santo André)
11083116,DA5BCJ0204-15SA,Fenômenos Mecânicos A5-Matutino (Santo André)
11083116,NA4BCN0402-15SA,Funções de Uma Variável A4-Noturno (Santo André)
11083116,NA4BCN0404-15SA,Geometria Analítica A4-Noturno (Santo André)
11078812,DAESTO016-17SA,Fenômenos de Transporte A-Matutino (Santo André)
11078812,NA3BCK0103-15SA,Física Quântica A3-Noturno (Santo André)
11078812,DAESTM008-17SA,Materiais Compósitos A-Matutino (Santo André)
11078812,NAESTO008-17SA,Mecânica dos Sólidos I A-Noturno (Santo André)
11078812,DAESZM033-17SA,Reciclagem e Ambiente A-Matutino (Santo André)
11078812,NA2ESTM003-17SA,Tópicos Computacionais em Materiais A2-Noturno (Santo André)
21016114,NAESZS004-17SB,Aviônica A-Noturno (São Bernardo)
21016114,NAESTS015-17SB,Combustão I A-Noturno (São Bernardo)
21016114,DBNHI5015-15SB,LIBRAS B-Matutino (São Bernardo)
21016114,NA1ESTS010-17SB,Técnicas de Análise Estrutural e Projeto A1-Noturno (São Bernardo)
21016114,NAESTI003-17SB,Transformadas em Sinais e Sistemas Lineares A-Noturno (São Bernardo)
11020011,DAMCTA037-17SA,Banco de Dados A-Matutino (Santo André)
11201722555,NA1BCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente A1-Noturno (São Bernardo)
11201722555,NA1BCJ0204-15SB,Fenômenos Mecânicos A1-Noturno (São Bernardo)
11201722555,DB2BCN0402-15SB,Funções de Uma Variável B2-Matutino (São Bernardo)
11201722555,NA1BCN0404-15SB,Geometria Analítica A1-Noturno (São Bernardo)
11050415,NA1BCK0103-15SA,Física Quântica A1-Noturno (Santo André)
11050415,NANHT1030-15SA,Geologia e Paleontologia A-Noturno (Santo André)
11050415,NAMCZB009-13SA,Geometria Não Euclidiana A-Noturno (Santo André)
11050415,NA3MCTA028-15SA,Programação Estruturada A3-Noturno (Santo André)
21004013,DAESTB029-17SB,Análise e Controle de Sistemas Mecânicos A-Matutino (São Bernardo)
21004013,DAESTB002-17SB,Bases Biológicas para Engenharia I A-Matutino (São Bernardo)
21004013,DAESTB007-17SB,Biomecânica I A-Matutino (São Bernardo)
21004013,DAESTB030-17SB,Física Médica II A-Matutino (São Bernardo)
21004013,DAESTO014-17SB,Termodinâmica Aplicada I A-Matutino (São Bernardo)
11201722475,DB3BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente B3-Matutino (Santo André)
11201722475,DB2BCJ0204-15SA,Fenômenos Mecânicos B2-Matutino (Santo André)
11201722475,DB2BCN0402-15SA,Funções de Uma Variável B2-Matutino (Santo André)
11201722475,DB2BCN0404-15SA,Geometria Analítica B2-Matutino (Santo André)
11201722475,DB2BCM0504-15SA,Natureza da Informação B2-Matutino (Santo André)
11019614,NA4BCN0402-15SA,Funções de Uma Variável A4-Noturno (Santo André)
11019614,NBBCN0405-15SA,Introdução às Equações Diferenciais Ordinárias B-Noturno (Santo André)
11201720904,NA1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A1-Noturno (Santo André)
11201720904,NA1BCN0402-15SA,Funções de Uma Variável A1-Noturno (Santo André)
11201720904,NA2BCN0404-15SA,Geometria Analítica A2-Noturno (Santo André)
11201720904,NA1BCM0504-15SA,Natureza da Informação A1-Noturno (Santo André)
21033516,NA2BCL0308-15SB,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A2-Noturno (São Bernardo)"
21033516,DANHZ5020-15SB,Educação inclusiva A-Matutino (São Bernardo)
21033516,NABIQ0602-15SB,Estrutura e Dinâmica Social A-Noturno (São Bernardo)
21033516,NABCK0103-15SB,Física Quântica A-Noturno (São Bernardo)
